meddra_id,meddra_name,meddra_term_type
10040661,"Sideroblastic anaemia",PT
10040666,SIDS,LLT
10040732,Singultation,LLT
10040734,Singultus,LLT
10040736,"Sinoatrial block",PT
10040738,"Sinus arrest",PT
10040739,"Sinus arrhythmia",PT
10040741,"Sinus bradycardia",PT
10040742,"Sinus congestion",PT
10040744,"Sinus headache",PT
10040747,"Sinus pain",PT
10040752,"Sinus tachycardia",PT
10040753,Sinusitis,PT
10040754,"Sinusitis acute NOS",LLT
10040756,"Sinusitis NOS",LLT
10040765,"Sjogren's",LLT
10040767,"Sjogren's syndrome",PT
10040777,"Skeletal pain",LLT
10040799,"Skin atrophy",PT
10040808,"Skin cancer",PT
10040810,"Skin carcinoma",LLT
10040812,"Skin change ichthyosiform",LLT
10040813,"Skin chapped",LLT
10040816,"Skin cold clammy",LLT
10040825,"Skin depigmentation",PT
10040826,"Skin desquamation",LLT
10040828,"Skin discoloration",LLT
10040829,"Skin discolouration",PT
10040830,"Skin discomfort",PT
10040831,"Skin disorder",PT
10040833,"Skin disorder NOS",LLT
10040835,"Skin dry",LLT
10040840,"Skin erosion",PT
10040841,"Skin eruption",LLT
10040842,"Skin erythema",LLT
10040844,"Skin exfoliation",PT
10040848,"Skin fissure",LLT
10040849,"Skin fissures",PT
10040851,"Skin fragility",PT
10040865,"Skin hyperpigmentation",PT
10040867,"Skin hypertrophy",PT
10040868,"Skin hypopigmentation",PT
10040872,"Skin infection",PT
10040880,"Skin irritation",PT
10040882,"Skin lesion",PT
10040886,"Skin lesion NOS",LLT
10040891,"Skin melanoma",LLT
10040893,"Skin necrosis",PT
10040902,"Skin nodule",LLT
10040903,"Skin odor abnormal",LLT
10040904,"Skin odour abnormal",PT
10040907,"Skin papilloma",PT
10040908,"Skin peeling",LLT
10040910,"Skin pigmentation",LLT
10040913,"Skin rash",LLT
10040914,"Skin reaction",PT
10040916,"Skin red",LLT
10040923,"Skin seborrhoeic",LLT
10040925,"Skin striae",PT
10040938,"Skin thinning of",LLT
10040943,"Skin ulcer",PT
10040947,"Skin ulceration",LLT
10040952,"Skin warm",PT
10040954,"Skin wrinkling",PT
10040967,SLE,LLT
10040973,"SLE-like symptom",LLT
10040974,"SLE-like symptoms",LLT
10040975,"Sleep apnea",LLT
10040976,"Sleep apnea syndrome",LLT
10040977,"Sleep apnoea",LLT
10040979,"Sleep apnoea syndrome",PT
10040981,"Sleep attacks",PT
10040984,"Sleep disorder",PT
10040995,"Sleep disturbance",LLT
10041002,"Sleep paralysis",PT
10041003,"Sleep phase rhythm disturbance",LLT
10041007,"Sleep restless",LLT
10041009,"Sleep talking",PT
10041010,"Sleep terror",PT
10041012,"Sleep walking",LLT
10041014,Sleepiness,LLT
10041017,Sleeplessness,LLT
10041018,Sleepy,LLT
10041036,Sloughing,LLT
10041052,Sluggishness,PT
10041053,"Slurred speech",LLT
10041055,"Small bowel obstruction",LLT
10041067,"Small cell lung cancer",PT
10041093,"Small for gestational age",LLT
10041101,"Small intestinal obstruction",PT
10041103,"Small intestinal perforation",PT
10041193,"Small papule",LLT
10041222,"Smelly sensation",LLT
10041232,Sneezing,PT
10041235,Snoring,PT
10041277,"Sodium retention",PT
10041291,"Soft tissue injury",PT
10041303,"Solar dermatitis",PT
10041304,"Solar keratosis",LLT
10041308,Soliloquy,PT
10041317,"Somatic delusion",PT
10041347,Somnambulism,PT
10041349,Somnolence,PT
10041362,"Sore mouth",LLT
10041367,"Sore throat",LLT
10041368,"Sore throat NOS",LLT
10041369,"Sore tongue",LLT
10041377,"Spasm biliary",LLT
10041391,"Spasm oculogyric",LLT
10041397,"Spasm of sphincter of Oddi",LLT
10041407,"Spasmodic torticollis",LLT
10041408,Spasms,LLT
10041416,Spasticity,LLT
10041466,"Speech disorder",PT
10041470,"Speech loss",LLT
10041490,Spermatocele,PT
10041493,"Spermatogenesis abnormal",PT
10041497,Spermatorrhoea,PT
10041541,"Spinal compression fracture",PT
10041549,"Spinal cord compression",PT
10041569,"Spinal fracture",PT
10041582,"Spinal muscular atrophy",PT
10041591,"Spinal osteoarthritis",PT
10041637,"Spleen enlarged",LLT
10041647,"Splenic haemorrhage",PT
10041648,"Splenic infarction",PT
10041658,"Splenic rupture",PT
10041660,Splenomegaly,PT
10041678,Spondylosis,LLT
10041687,"Spontaneous abortion",LLT
10041729,"Spontaneous bruising",LLT
10041741,"Spots before eyes",LLT
10041747,Sprain,LLT
10041799,Sprue,LLT
10041802,Sputum,LLT
10041804,"Sputum bloody",LLT
10041806,"Sputum discolored",LLT
10041807,"Sputum discoloured",PT
10041812,"Sputum increased",PT
10041823,"Squamous cell carcinoma",PT
10041834,"Squamous cell carcinoma of skin",PT
10041955,"Stasis dermatitis",PT
10041962,"Status epilepticus",PT
10041968,Steatorrhea,LLT
10041969,Steatorrhoea,PT
10042008,Stereotypy,PT
10042010,"Sterile pyuria",PT
10042012,Sterility,LLT
10042024,"Steroid myopathy",LLT
10042025,"Steroid nephropathy",LLT
10042030,"Stevens Johnson syndrome",LLT
10042033,"Stevens-Johnson syndrome",PT
10042040,"Stiff fingers",LLT
10042043,"Stiff neck",LLT
10042045,Stiffness,LLT
10042061,"Still's disease",PT
10042062,Stillbirth,PT
10042065,Sting,LLT
10042066,Stinging,LLT
10042076,"Stomach ache",LLT
10042077,"Stomach atony",LLT
10042101,"Stomach discomfort",LLT
10042104,"Stomach feeling heavy",LLT
10042108,"Stomach heaviness",LLT
10042112,"Stomach pain",LLT
10042114,"Stomach pressure sensation of",LLT
10042124,"Stomach upset",LLT
10042126,Stomachache,LLT
10042128,Stomatitis,PT
10042133,"Stomatitis hemorrhagic",LLT
10042138,"Stomatitis ulcerative",LLT
10042157,"Stools watery",LLT
10042159,Strabismus,PT
10042164,Strain,LLT
10042165,"Strange smell sensation",LLT
10042169,Strangulation,LLT
10042170,Strangury,PT
10042182,"Streptococcal pharyngitis",LLT
10042194,"Streptococcus pneumoniae meningitis",LLT
10042209,Stress,PT
10042212,"Stress fracture",PT
10042218,"Stress symptoms",LLT
10042223,Striae,LLT
10042241,Stridor,PT
10042242,"Stridor inspiratory",LLT
10042244,Stroke,LLT
10042254,Strongyloidiasis,PT
10042264,Stupor,PT
10042266,Stutter,LLT
10042267,Stuttering,LLT
10042268,Sty,LLT
10042271,"Subacute bacterial endocarditis",LLT
10042297,"Subacute sclerosing panencephalitis",PT
10042316,"Subarachnoid haemorrhage",PT
10042320,"Subarachnoid hemorrhage",LLT
10042343,"Subcutaneous abscess",PT
10042345,"Subcutaneous haematoma",PT
10042346,"Subcutaneous hematoma",LLT
10042348,"Subcutaneous nodule",LLT
10042361,"Subdural haematoma",PT
10042364,"Subdural haemorrhage",PT
10042380,"Subdural hematoma",LLT
10042384,"Subdural hemorrhage",LLT
10042419,"Submaxillary gland enlargement",PT
10042427,"Substernal chest pain",LLT
10042428,"Substernal pain",LLT
10042430,"Subungual haematoma",LLT
10042434,"Sudden death",PT
10042436,"Sudden death unexplained",LLT
10042440,"Sudden infant death syndrome",PT
10042443,Suffocation,LLT
10042444,"Suffocation feeling",PT
10042458,"Suicidal ideation",PT
10042461,"Suicidal tendency",LLT
10042462,Suicide,LLT
10042464,"Suicide attempt",PT
10042481,Sulfhemoglobinemia,LLT
10042496,Sunburn,PT
10042503,"Superficial basal cell carcinoma",LLT
10042530,"Superficial injury of eye",PT
10042554,"Superficial thrombophlebitis",LLT
10042566,Superinfection,PT
10042567,"Superior sagittal sinus thrombosis",PT
10042569,"Superior vena cava syndrome",PT
10042576,"Suppressed lactation",LLT
10042602,"Supraventricular extrasystoles",PT
10042604,"Supraventricular tachycardia",PT
10042618,"Surgical procedure repeated",PT
10042645,"Swallowing difficult",LLT
10042651,"Swaying feeling",LLT
10042652,"Sweat discolouration",PT
10042653,"Sweat gland disorder",PT
10042661,Sweating,LLT
10042664,"Sweating decreased",LLT
10042667,"Sweating increased",LLT
10042670,Sweaty,LLT
10042673,"Sweet's syndrome",LLT
10042674,Swelling,PT
10042682,"Swelling face",PT
10042690,"Swelling of eyelid",PT
10042691,"Swelling of face",LLT
10042693,"Swelling of feet",LLT
10042694,"Swelling of fingers",LLT
10042702,"Swelling of limbs",LLT
10042715,"Swollen ankles",LLT
10042721,"Swollen joint",LLT
10042722,"Swollen joints",LLT
10042727,"Swollen tongue",PT
10042732,"Sydenham's chorea",PT
10042772,Syncope,PT
10042777,"Syncope vasovagal",LLT
10042858,"Synovial cyst",PT
10042868,Synovitis,PT
10042938,"Systemic candida",PT
10042945,"Systemic lupus erythematosus",PT
10042947,"Systemic lupus erythematosus synd",LLT
10042948,"Systemic lupus erythematosus syndrome aggravated",LLT
10042953,"Systemic sclerosis",LLT
10042957,"Systolic hypertension",PT
10042971,"T-cell lymphoma",PT
10043071,Tachycardia,PT
10043078,"Tachycardia NOS",LLT
10043079,"Tachycardia paroxysmal",PT
10043088,Tachypnea,LLT
10043089,Tachypnoea,PT
10043111,Talkativeness,LLT
10043118,"Tardive dyskinesia",PT
10043123,"Taste abnormality",LLT
10043125,"Taste alteration",LLT
10043127,"Taste bitter",LLT
10043130,"Taste diminished",LLT
10043132,"Taste disturbance",LLT
10043134,"Taste loss",LLT
10043135,"Taste metallic",LLT
10043137,"Taste perversion",LLT
10043148,TB,LLT
10043164,"Tear disorder",LLT
10043169,Tearfulness,PT
10043179,"Teeth stained",LLT
10043183,Teething,PT
10043189,Telangiectasia,PT
10043193,Telangiectasis,LLT
10043201,"Temper tantrum",LLT
10043220,"Temporomandibular joint syndrome",LLT
10043221,TEN,LLT
10043224,Tenderness,PT
10043231,"Tenderness NOS",LLT
10043232,Tendinitis,LLT
10043239,"Tendon disorder",PT
10043245,"Tendon reflex decreased",LLT
10043248,"Tendon rupture",PT
10043255,Tendonitis,PT
10043261,Tenosynovitis,PT
10043266,Tense,LLT
10043267,Tenseness,LLT
10043268,Tension,PT
10043269,"Tension headache",PT
10043275,Teratogenicity,PT
10043298,"Testicular atrophy",PT
10043306,"Testicular disorder",PT
10043345,"Testicular pain",PT
10043354,"Testicular swelling",PT
10043361,"Testis disorder",LLT
10043376,Tetanus,PT
10043380,Tetany,PT
10043431,"Thinking abnormal",PT
10043436,"Thinking reduced",LLT
10043458,Thirst,PT
10043471,"Thoracic pain",LLT
10043521,"Throat irritation",PT
10043523,"Throat pain",LLT
10043528,"Throat tightness",PT
10043549,Thrombocythaemia,LLT
10043550,Thrombocythemia,LLT
10043554,Thrombocytopenia,PT
10043558,"Thrombocytopenia purpura",LLT
10043561,"Thrombocytopenic purpura",PT
10043563,Thrombocytosis,PT
10043565,"Thromboembolic event",LLT
10043566,Thromboembolism,LLT
10043569,Thrombopenia,LLT
10043570,Thrombophlebitis,PT
10043577,"Thrombophlebitis leg",LLT
10043593,"Thrombophlebitis septic",PT
10043595,"Thrombophlebitis superficial",LLT
10043607,Thrombosis,PT
10043623,"Thrombosis leg",LLT
10043626,"Thrombosis mesenteric vessel",PT
10043645,"Thrombotic microangiopathy",PT
10043647,"Thrombotic stroke",PT
10043648,"Thrombotic thrombocytopenic purpura",PT
10043649,Thrush,LLT
10043670,Thymoma,PT
10043682,"Thymus hypertrophy",LLT
10043688,"Thyroid adenoma",PT
10043705,"Thyroid crisis",LLT
10043709,"Thyroid disorder",PT
10043726,"Thyroid function abnormal",LLT
10043727,"Thyroid function decreased",LLT
10043751,"Thyroid nodule",LLT
10043773,"Thyroid storm",LLT
10043778,Thyroiditis,PT
10043781,"Thyroiditis chronic",PT
10043786,"Thyrotoxic crisis",PT
10043789,Thyrotoxicosis,LLT
10043821,TIA,LLT
10043833,Tic,PT
10043849,Tics,LLT
10043858,"Tightness in chest",LLT
10043864,Tinea,LLT
10043868,"Tinea cruris",PT
10043873,"Tinea pedis",PT
10043875,"Tinea versicolor",LLT
10043876,Tingling,LLT
10043880,"Tingling sensation",LLT
10043882,Tinnitus,PT
10043888,"Tired eyes",LLT
10043890,Tiredness,LLT
10043935,"Tongue aphtha formation",LLT
10043941,"Tongue black hairy",LLT
10043942,"Tongue blistering",PT
10043944,"Tongue coat",LLT
10043945,"Tongue coated",PT
10043948,"Tongue discoloration",LLT
10043949,"Tongue discolouration",PT
10043951,"Tongue disorder",PT
10043955,"Tongue edema",LLT
10043957,"Tongue geographic",PT
10043959,"Tongue haematoma",PT
10043963,"Tongue movement disturbance",PT
10043967,"Tongue oedema",PT
10043969,"Tongue pain",LLT
10043972,"Tongue paralysis",PT
10043981,"Tongue spasm",PT
10043991,"Tongue ulceration",PT
10043993,"Tongue white",LLT
10043994,"Tonic convulsion",PT
10043996,"Tonic seizure",LLT
10043997,"Tonic seizures",LLT
10044003,"Tonsillar hypertrophy",PT
10044008,Tonsillitis,PT
10044011,"Tonsillitis NOS",LLT
10044015,"Tooth abnormal",LLT
10044016,"Tooth abscess",PT
10044017,"Tooth ache",LLT
10044031,"Tooth discoloration",LLT
10044032,"Tooth discolouration",PT
10044034,"Tooth disorder",PT
10044038,"Tooth erosion",PT
10044041,"Tooth hypoplasia",PT
10044044,"Tooth loss",PT
10044055,Toothache,PT
10044066,"Torsade de pointes",PT
10044067,"Torsades de pointes",LLT
10044069,"Torsion of ovary",LLT
10044074,Torticollis,PT
10044126,"Tourette's disorder",PT
10044127,"Tourette's syndrome",LLT
10044145,"Toxic dilatation of intestine",PT
10044223,"Toxic epidermal necrolysis",PT
10044238,"Toxic nephropathy",LLT
10044245,"Toxic optic neuropathy",PT
10044248,"Toxic shock syndrome",PT
10044252,"Toxic symptom",LLT
10044259,Toxicoderma,LLT
10044272,Toxoplasmosis,PT
10044302,Tracheitis,PT
10044310,"Tracheo-oesophageal fistula",PT
10044314,Tracheobronchitis,PT
10044317,"Tracheoesophageal fistula",LLT
10044334,Trance,PT
10044359,"Transfusion reaction",PT
10044373,"Transient blindness",LLT
10044374,"Transient cerebral ischaemia",LLT
10044380,"Transient global amnesia",PT
10044390,"Transient ischaemic attack",PT
10044391,"Transient ischemic attacks",LLT
10044405,"Transient visual loss",LLT
10044439,"Transplant rejection",PT
10044457,"Transverse sinus thrombosis",PT
10044461,Trauma,LLT
10044515,"Traumatic cataract",LLT
10044522,"Traumatic haematoma",PT
10044525,"Traumatic hematoma",LLT
10044528,"Traumatic injury",LLT
10044565,Tremor,PT
10044570,"Tremor finger",LLT
10044572,"Tremor limb",LLT
10044573,"Tremor muscle",LLT
10044580,Tremulousness,LLT
10044604,Trichiasis,PT
10044613,Trichomegaly,PT
10044616,"Trichomonal vaginitis",LLT
10044620,Trichomoniasis,PT
10044625,Trichorrhexis,PT
10044640,"Tricuspid valve incompetence",PT
10044652,"Trigeminal neuralgia",PT
10044654,"Trigger finger",PT
10044684,Trismus,PT
10044704,"Trunk bowed back",LLT
10044707,Trypanosomiasis,PT
10044755,Tuberculosis,PT
10045144,"Tubular necrosis",LLT
10045150,"Tumor flare",LLT
10045152,"Tumor lysis syndrome",LLT
10045158,"Tumor pain",LLT
10045169,"Tumour flare",PT
10045170,"Tumour lysis syndrome",PT
10045171,"Tumour pain",PT
10045178,"Tunnel vision",PT
10045181,"Turner's syndrome",PT
10045183,"TV Trichomonas vaginalis",LLT
10045188,"Twin pregnancy",PT
10045198,Twitching,LLT
10045228,"Type I diabetes mellitus",LLT
10045240,"Type I hypersensitivity",PT
10045242,"Type II diabetes mellitus",LLT
10045265,"Type III hypersensitivity reaction",LLT
10045271,Typhlitis,LLT
10045272,Typhoid,LLT
10045285,Ulcer,PT
10045365,"Ulcerative colitis",LLT
10045369,"Ulcerative stomatitis",LLT
10045458,"Umbilical hernia",PT
10045479,Unconscious,LLT
10045481,Unconsciousness,LLT
10045526,"Unexpected pregnancy",LLT
10045547,"Unknown primary cancer",LLT
10045555,"Unresponsive to stimuli",PT
10045556,Unrest,LLT
10046251,"Unstable angina",LLT
10046253,"Unstable feeling",LLT
10046260,Unsteadiness,LLT
10046261,"Unsteady gait",LLT
10046268,Unwell,LLT
10046270,"Up and down phenomenon",PT
10046272,"Upper abdominal pain",LLT
10046274,"Upper gastrointestinal haemorrhage",PT
10046300,"Upper respiratory infection",LLT
10046306,"Upper respiratory tract infection",PT
10046307,"Upper respiratory tract infection NOS",LLT
10046318,"Upset stomach",LLT
10046320,Uraemia,LLT
10046330,"Uraemic syndrome",LLT
10046333,"Urate crystalluria",LLT
10046369,Uremia,LLT
10046392,"Ureteric cancer",PT
10046398,"Ureteric colic",LLT
10046406,"Ureteric obstruction",PT
10046411,"Ureteric stenosis",PT
10046445,"Urethral disorder",PT
10046461,"Urethral pain",PT
10046464,"Urethral spasm",PT
10046480,Urethritis,PT
10046494,"Urge incontinence",PT
10046528,"Urinary bladder haemorrhage",PT
10046539,"Urinary frequency",LLT
10046541,"Urinary hesitancy",LLT
10046542,"Urinary hesitation",PT
10046543,"Urinary incontinence",PT
10046544,"Urinary infection",LLT
10046555,"Urinary retention",PT
10046564,"Urinary tract bleeding",LLT
10046566,"Urinary tract disorder",PT
10046571,"Urinary tract infection",PT
10046572,"Urinary tract infection enterococcal",PT
10046574,"Urinary tract infection NOS",LLT
10046593,"Urinary urgency",LLT
10046601,"Urination impaired",LLT
10046607,"Urine abnormality",PT
10046628,"Urine discoloration",LLT
10046629,"Urine discolouration",LLT
10046640,"Urine flow decreased",PT
10046689,Urobilinuria,PT
10046694,"Urogenital disorder",PT
10046696,"Urogenital fistula",PT
10046706,Urolith,LLT
10046707,Urolithiasis,LLT
10046733,URTI,LLT
10046735,Urticaria,PT
10046742,"Urticaria contact",PT
10046749,"Urticaria NOS",LLT
10046750,"Urticaria papular",PT
10046763,"Uterine atony",PT
10046765,"Uterine bleeding",LLT
10046766,"Uterine cancer",PT
10046779,"Uterine disorder",PT
10046782,"Uterine enlargement",PT
10046783,"Uterine fibroid",LLT
10046784,"Uterine fibroids",LLT
10046786,"Uterine fibroids enlarged",LLT
10046788,"Uterine haemorrhage",PT
10046789,"Uterine hemorrhage",LLT
10046790,"Uterine hypertonus",PT
10046792,"Uterine hypotonus",PT
10046798,"Uterine leiomyoma",PT
10046801,"Uterine myoma",LLT
10046810,"Uterine perforation",PT
10046811,"Uterine polyp",PT
10046820,"Uterine rupture",PT
10046823,"Uterine spasm",PT
10046830,"Uterovaginal prolapse",PT
10046848,UTI,LLT
10046851,Uveitis,PT
10046861,"Vaccination complication",PT
10046869,"Vagal reaction",LLT
10046883,"Vaginal bleeding",LLT
10046897,"Vaginal candida",LLT
10046898,"Vaginal candidiasis",LLT
10046900,"Vaginal cyst",PT
10046901,"Vaginal discharge",PT
10046904,"Vaginal dryness",LLT
10046910,"Vaginal haemorrhage",PT
10046911,"Vaginal hematoma",LLT
10046912,"Vaginal hemorrhage",LLT
10046914,"Vaginal infection",PT
10046918,"Vaginal itching",LLT
10046922,"Vaginal moniliasis",LLT
10046923,"Vaginal mycosis",LLT
10046935,"Vaginal odour",PT
10046937,"Vaginal pain",LLT
10046939,"Vaginal polyp",PT
10046943,"Vaginal ulceration",PT
10046944,"Vaginal wall congestion",PT
10046945,"Vaginal yeast",LLT
10046946,"Vaginal yeast infection",LLT
10046947,Vaginismus,LLT
10046950,Vaginitis,LLT
10046954,"Vaginitis atrophic",LLT
10046962,"Vaginosis fungal NOS",LLT
10046974,"Variant angina",LLT
10046979,"Variations in hair colour",LLT
10046980,Varicella,PT
10046983,"Varicella zoster",LLT
10046986,Varicocele,PT
10046996,"Varicose vein",PT
10047001,"Varicose veins",LLT
10047059,"Vascular disorder",LLT
10047073,"Vascular fragility",PT
10047080,"Vascular injury",PT
10047095,"Vascular pain",PT
10047097,"Vascular purpura",PT
10047111,"Vasculitic rash",PT
10047115,Vasculitis,PT
10047124,"Vasculitis necrotising",PT
10047125,"Vasculitis necrotizing",LLT
10047139,Vasoconstriction,PT
10047141,Vasodilatation,PT
10047163,Vasospasm,PT
10047166,"Vasovagal reaction",LLT
10047173,VD,LLT
10047183,"Vein discolouration",PT
10047184,"Vein disorder",PT
10047186,"Vein distended",LLT
10047187,"Vein pain",LLT
10047216,"Venoocclusive liver disease",PT
10047249,"Venous thrombosis",PT
10047252,"Venous thrombosis deep limb",LLT
10047262,"Ventilation difficult",LLT
10047281,"Ventricular arrhythmia",PT
10047284,"Ventricular asystole",PT
10047289,"Ventricular extrasystoles",PT
10047290,"Ventricular fibrillation",PT
10047294,"Ventricular flutter",PT
10047295,"Ventricular hypertrophy",PT
10047302,"Ventricular tachycardia",PT
10047303,Ventriculitis,LLT
10047320,Verruca,LLT
10047333,"Vertebral fracture",LLT
10047340,Vertigo,PT
10047348,"Vertigo positional",PT
10047367,Vesicle,LLT
10047368,Vesicles,LLT
10047378,"Vesiculo-bullous eruption",LLT
10047381,"Vesiculobullous rash",LLT
10047386,"Vestibular disorder",PT
10047388,"Vestibular function disorder",LLT
10047393,"Vestibular neuronitis",PT
10047409,"VIIIth nerve injury",PT
10047437,"Viral conjunctivitis",LLT
10047441,"Viral exanthem",LLT
10047445,"Viral gastroenteritis",LLT
10047461,"Viral infection",PT
10047473,"Viral pharyngitis",PT
10047476,"Viral rash",PT
10047480,"Viral tonsillitis",PT
10047482,"Viral upper respiratory tract infection",PT
10047484,"Viral warts",LLT
10047486,Virilism,PT
10047488,Virilization,LLT
10047508,"Vision abnormal",LLT
10047513,"Vision blurred",PT
10047522,"Vision loss",LLT
10047527,"Vision yellow",LLT
10047531,"Visual acuity reduced",PT
10047532,"Visual acuity reduced transiently",PT
10047543,"Visual disturbance",LLT
10047545,"Visual disturbances",LLT
10047554,"Visual field constriction",LLT
10047555,"Visual field defect",PT
10047570,"Visual hallucinations",LLT
10047571,"Visual impairment",PT
10047601,"Vitamin B1 deficiency",PT
10047604,"Vitamin B12 absorption decreased",LLT
10047609,"Vitamin B12 deficiency",PT
10047626,"Vitamin D deficiency",PT
10047628,"Vitamin deficiency",LLT
10047634,"Vitamin K deficiency",PT
10047639,"VIth nerve injury",PT
10047641,"VIth nerve paralysis",PT
10047642,Vitiligo,PT
10047650,"Vitreous detachment",PT
10047651,"Vitreous disorder",PT
10047653,"Vitreous floater",LLT
10047654,"Vitreous floaters",PT
10047655,"Vitreous haemorrhage",PT
10047656,"Vitreous hemorrhage",LLT
10047658,"Vitreous opacities",PT
10047663,Vitritis,PT
10047666,"Vivid dreams",LLT
10047674,"Vocal cord paralysis",PT
10047675,"Vocal cord polyp",PT
10047680,"Vogt-Koyanagi-Harada syndrome",LLT
10047681,"Voice alteration",LLT
10047684,"Voice lowered",LLT
10047691,"Volume depletion",LLT
10047700,Vomiting,PT
10047706,"Vomiting NOS",LLT
10047720,VSD,LLT
10047754,"Vulval disorder",PT
10047758,"Vulval itching",LLT
10047768,"Vulval ulceration",PT
10047780,Vulvitis,PT
10047783,"Vulvovaginal candida",LLT
10047784,"Vulvovaginal candidiasis",PT
10047786,"Vulvovaginal discomfort",PT
10047787,"Vulvovaginal disorder",PT
10047791,"Vulvovaginal dryness",PT
10047794,Vulvovaginitis,PT
10047800,Wakefulness,LLT
10047823,"Warmness in eyes",LLT
10047825,Wart,LLT
10047828,Warts,LLT
10047832,Wasting,LLT
10047837,"Water intoxication",PT
10047839,"Water retention",LLT
10047862,Weakness,LLT
10047864,"Weakness generalised",LLT
10047871,Weariness,LLT
10047886,Weeping,LLT
10047888,"Wegener's granulomatosis",LLT
10047889,"Wegeners granulomatosis",LLT
10047897,"Weight gain poor",PT
10047907,Wen,LLT
10047908,Wenckebach,LLT
10047911,"Wernicke's encephalopathy",PT
10047918,Wheals,LLT
10047921,Wheeze,LLT
10047924,Wheezing,PT
10047935,"White blood cell abnormalities",LLT
10047985,"Wilms tumor",LLT
10047986,"Wilms tumour",LLT
10047988,"Wilson's disease",LLT
10047989,Wind,LLT
10047998,"Withdrawal bleed",PT
10047999,"Withdrawal bleeding",LLT
10048009,"Withdrawal seizures",LLT
10048013,Withdrawn,LLT
10048015,"Wolff-Parkinson-White syndrome",PT
10048025,Worry,LLT
10048031,"Wound dehiscence",PT
10048036,"Wound healing delayed",LLT
10048037,"Wound healing disturbance of",LLT
10048038,"Wound infection",PT
10048053,"Writing impaired",LLT
10048214,Xanthoma,PT
10048216,Xanthopsia,PT
10048218,Xeroderma,PT
10048221,Xerophthalmia,PT
10048222,Xerosis,PT
10048223,Xerostomia,LLT
10048231,Yawn,LLT
10048232,Yawning,PT
10048240,"Yellow fever",PT
10048244,"Yellow nail syndrome",PT
10048245,"Yellow skin",PT
10048281,"Zollinger-Ellison syndrome",LLT
10048291,"Leukaemia secondary",LLT
10048292,"Leukemia secondary",LLT
10048294,"Mental status changes",PT
10048297,"Dental decay",LLT
10048299,Pneumoperitoneum,PT
10048302,"Tubulointerstitial nephritis",PT
10048305,"Birth defects",LLT
10048315,"Cervical spasm",LLT
10048317,"Myalgia aggravated",LLT
10048334,"Mobility decreased",PT
10048346,"Constipation aggravated",LLT
10048354,"Glaucoma aggravated",LLT
10048385,"Pneumonia aspergillus",LLT
10048393,"Multiple sclerosis relapse",PT
10048396,"Bone marrow transplant rejection",PT
10048439,Fibromyalgia,PT
10048458,"Porphyria aggravated",LLT
10048459,"Pain trauma activated",LLT
10048461,"Genital infection",PT
10048462,"Growth of eyelashes",PT
10048463,"Pain inflammation activated",LLT
10048468,AGEP,LLT
10048474,"Fat redistribution",PT
10048492,"Corneal ulcer",LLT
10048533,Hypervigilance,PT
10048592,"Musculoskeletal disorder",PT
10048593,"Pituitary disorder",LLT
10048595,"Histiocytosis haematophagic",LLT
10048598,"Cognitive disorders",LLT
10048601,"Linear IgA bullous dermatosis",LLT
10048610,Cardiotoxicity,PT
10048612,Hydrothorax,PT
10048616,"Intestinal polyp",PT
10048618,"Myositis ossificans",LLT
10048619,"Factor VIII inhibition",PT
10048620,"Intracardiac thrombus",LLT
10048626,"Subdural hygroma",PT
10048629,"Wound secretion",PT
10048631,"Coronary artery dissection",PT
10048632,"Atrial thrombosis",PT
10048634,"Infusion site erythema",PT
10048642,Lymphocele,PT
10048643,"Hypereosinophilic syndrome",PT
10048673,"Tear discolouration",PT
10048677,"Buttock pain",LLT
10048685,"Oral infection",PT
10048706,"Joint range of motion decreased",PT
10048709,Urosepsis,PT
10048711,"Costal pain",LLT
10048727,"Postictal state",PT
10048733,"Low weight",LLT
10048737,"Poor venous access",PT
10048746,"Abdominal bloating",LLT
10048748,"Graft loss",PT
10048750,"Axillary pain",PT
10048762,"Tooth infection",PT
10048768,Dermatosis,PT
10048779,"Energy increased",PT
10048785,"Congenital choroid plexus cyst",PT
10048794,Gonarthrosis,LLT
10048799,"Acute generalised exanthematous pustulosis",PT
10048803,"Hypoglycaemic seizure",PT
10048810,"Sebaceous hyperplasia",PT
10048812,"Deafness unilateral",PT
10048816,"Lennox-Gastaut syndrome",PT
10048828,Underweight,PT
10048829,"Rectal adenoma",LLT
10048838,"Soft stools",LLT
10048861,"Anaemia postoperative",PT
10048863,"Hemorrhagic stroke",LLT
10048865,Hypoacusis,PT
10048886,Onychoclasis,PT
10048891,"Nail bed bleeding",PT
10048899,"Radiation oesophagitis",PT
10048901,"Dapsone syndrome",LLT
10048903,"Vaginal irritation",LLT
10048908,"Seasonal allergy",PT
10048938,"Application site bleeding",LLT
10048939,"Application site bruising",LLT
10048940,"Application site paresthesia",LLT
10048941,"Application site vesicles",PT
10048942,"Application site burning",LLT
10048943,"Application site dryness",PT
10048944,Epigastralgia,LLT
10048946,"Anal abscess",PT
10048947,"Rectal abscess",PT
10048955,"Retinal toxicity",PT
10048959,"Peripheral swelling",PT
10048960,"Streptococcal sepsis",PT
10048961,"Localised oedema",PT
10048962,"Brain oedema",PT
10048972,"Intraocular haemorrhage",LLT
10048975,"Vascular pseudoaneurysm",PT
10048977,Pseudoaneurysm,LLT
10048994,"Bladder spasm",PT
10048998,"Acute phase reaction",PT
